species,class,order,maximum_lifespan_yr,mass_g,volancy,fossoriallity,foraging_environment,daily_activity
Oreotragus_oreotragus,Mammalia,Artiodactyla,25.9,12000,nonvolant,nonfossorial,terrestrial,diurnal
Ornithorhynchus_anatinus,Mammalia,Monotremata,22.6,1250,nonvolant,semifossorial,aquatic,crepuscular
Orycteropus_afer,Mammalia,Tubulidentata,29.8,60000,nonvolant,semifossorial,terrestrial,nocturnal
Oryx_dammah,Mammalia,Artiodactyla,27.5,177500,nonvolant,nonfossorial,terrestrial,diurnal
Oryx_gazella,Mammalia,Artiodactyla,23.8,170000,nonvolant,nonfossorial,terrestrial,diurnal
Oryx_leucoryx,Mammalia,Artiodactyla,20.8,121350,nonvolant,nonfossorial,terrestrial,diurnal
Otocyon_megalotis,Mammalia,Carnivora,17,4150,nonvolant,semifossorial,terrestrial,cathemeral
Otolemur_crassicaudatus,Mammalia,Primates,22.7,1094.5,nonvolant,nonfossorial,arboreal,nocturnal
Otolemur_garnettii,Mammalia,Primates,18.3,1300,nonvolant,nonfossorial,arboreal,nocturnal
Ovis_ammon,Mammalia,Artiodactyla,16.8,160000,nonvolant,nonfossorial,terrestrial,diurnal
Ovis_aries,Mammalia,Artiodactyla,22.8,80000,nonvolant,nonfossorial,terrestrial,diurnal
Ovis_canadensis,Mammalia,Artiodactyla,20.6,70275,nonvolant,nonfossorial,terrestrial,diurnal
Ovis_dalli,Mammalia,Artiodactyla,19.6,73100,nonvolant,nonfossorial,terrestrial,diurnal
Paguma_larvata,Mammalia,Carnivora,27.4,4300,nonvolant,nonfossorial,arboreal,nocturnal
Pan_troglodytes,Mammalia,Primates,59.4,44983.5,nonvolant,nonfossorial,semiarboreal,diurnal
Panthera_leo,Mammalia,Carnivora,27,175000,nonvolant,nonfossorial,terrestrial,nocturnal
Panthera_onca,Mammalia,Carnivora,28,81150,nonvolant,nonfossorial,terrestrial,cathemeral
Panthera_pardus,Mammalia,Carnivora,27.3,53750,nonvolant,nonfossorial,terrestrial,nocturnal
Panthera_tigris,Mammalia,Carnivora,26.3,119700,nonvolant,nonfossorial,terrestrial,nocturnal
Papio_hamadryas,Mammalia,Primates,37.5,18000,nonvolant,nonfossorial,terrestrial,diurnal
Paraechinus_aethiopicus,Mammalia,Erinaceomorpha,6.3,188,nonvolant,semifossorial,terrestrial,nocturnal
Paraechinus_hypomelas,Mammalia,Erinaceomorpha,7,292,nonvolant,semifossorial,terrestrial,nocturnal
Parantechinus_apicalis,Mammalia,Dasyuromorphia,5.5,70,nonvolant,nonfossorial,terrestrial,nocturnal
Pecari_tajacu,Mammalia,Artiodactyla,31.5,20200,nonvolant,nonfossorial,terrestrial,cathemeral
Pedetes_capensis,Mammalia,Rodentia,20,3500,nonvolant,semifossorial,terrestrial,nocturnal
Perameles_bougainville,Mammalia,Peramelemorphia,5.8,226,nonvolant,nonfossorial,terrestrial,nocturnal
Perameles_gunnii,Mammalia,Peramelemorphia,6.1,766,nonvolant,nonfossorial,terrestrial,nocturnal
Perameles_nasuta,Mammalia,Peramelemorphia,5.6,859,nonvolant,nonfossorial,terrestrial,nocturnal
Perodicticus_potto,Mammalia,Primates,26.8,1225,nonvolant,nonfossorial,arboreal,nocturnal
Perognathus_amplus,Mammalia,Rodentia,5.9,11.7,nonvolant,semifossorial,terrestrial,nocturnal
Perognathus_longimembris,Mammalia,Rodentia,8.3,8,nonvolant,semifossorial,terrestrial,nocturnal
Perognathus_parvus,Mammalia,Rodentia,5.8,20.1,nonvolant,semifossorial,terrestrial,nocturnal
Peromyscus_californicus,Mammalia,Rodentia,5.5,42,nonvolant,nonfossorial,terrestrial,nocturnal
Peromyscus_crinitus,Mammalia,Rodentia,7.7,16.5,nonvolant,nonfossorial,terrestrial,nocturnal
Peromyscus_eremicus,Mammalia,Rodentia,7.4,25,nonvolant,nonfossorial,terrestrial,nocturnal
Peromyscus_guatemalensis,Mammalia,Rodentia,5.7,40,nonvolant,nonfossorial,terrestrial,nocturnal
Peromyscus_leucopus,Mammalia,Rodentia,7.9,23,nonvolant,nonfossorial,terrestrial,nocturnal
Peromyscus_maniculatus,Mammalia,Rodentia,8.3,20.5,nonvolant,nonfossorial,terrestrial,nocturnal
Peromyscus_polionotus,Mammalia,Rodentia,5.5,14,nonvolant,nonfossorial,terrestrial,nocturnal
Peromyscus_truei,Mammalia,Rodentia,5.4,25,nonvolant,nonfossorial,terrestrial,nocturnal
Petrogale_brachyotis,Mammalia,Diprotodontia,10.1,3700,nonvolant,nonfossorial,terrestrial,nocturnal
Petrogale_concinna,Mammalia,Diprotodontia,11.7,1250,nonvolant,nonfossorial,terrestrial,nocturnal
Petrogale_penicillata,Mammalia,Diprotodontia,14.3,6000,nonvolant,nonfossorial,terrestrial,nocturnal
Petrogale_xanthopus,Mammalia,Diprotodontia,14.4,6000,nonvolant,nonfossorial,terrestrial,nocturnal
Phacochoerus_africanus,Mammalia,Artiodactyla,20.9,1.00E+05,nonvolant,semifossorial,terrestrial,cathemeral
Phalanger_gymnotis,Mammalia,Diprotodontia,18.9,2400,nonvolant,semifossorial,arboreal,nocturnal
Phaner_furcifer,Mammalia,Primates,25,400,nonvolant,nonfossorial,arboreal,nocturnal
Phascogale_calura,Mammalia,Dasyuromorphia,4.7,43,nonvolant,nonfossorial,arboreal,nocturnal
Phascogale_tapoatafa,Mammalia,Dasyuromorphia,5.9,193.5,nonvolant,nonfossorial,arboreal,nocturnal
Phascolarctos_cinereus,Mammalia,Diprotodontia,22.1,9300,nonvolant,nonfossorial,arboreal,nocturnal
Philander_opossum,Mammalia,Didelphimorphia,4.4,450,nonvolant,nonfossorial,terrestrial,nocturnal
Philantomba_maxwellii,Mammalia,Artiodactyla,18.3,7000,nonvolant,nonfossorial,terrestrial,nocturnal
Philantomba_monticola,Mammalia,Artiodactyla,15.9,6250,nonvolant,nonfossorial,terrestrial,nocturnal
Phloeomys_cumingi,Mammalia,Rodentia,13.6,1750,nonvolant,nonfossorial,arboreal,nocturnal
Phloeomys_pallidus,Mammalia,Rodentia,10.7,1744,nonvolant,nonfossorial,arboreal,nocturnal
Phodopus_sungorus,Mammalia,Rodentia,3.9,23.4,nonvolant,semifossorial,terrestrial,crepuscular
Phyllostomus_discolor,Mammalia,Chiroptera,9,43.4,volant,nonfossorial,arboreal,nocturnal
Phyllostomus_hastatus,Mammalia,Chiroptera,18,81,volant,nonfossorial,arboreal,nocturnal
Pipistrellus_kuhlii,Mammalia,Chiroptera,8,6,volant,nonfossorial,volant,nocturnal
Pipistrellus_nathusii,Mammalia,Chiroptera,11,10,volant,nonfossorial,volant,nocturnal
Pipistrellus_pipistrellus,Mammalia,Chiroptera,16.6,5,volant,nonfossorial,volant,nocturnal
Pipistrellus_subflavus,Mammalia,Chiroptera,14.8,7.5,volant,nonfossorial,volant,nocturnal
Pithecia_pithecia,Mammalia,Primates,36,1480,nonvolant,nonfossorial,arboreal,diurnal
Plagiodontia_aedium,Mammalia,Rodentia,15.9,1267,nonvolant,nonfossorial,arboreal,nocturnal
Planigale_maculata,Mammalia,Dasyuromorphia,5.8,10,nonvolant,nonfossorial,terrestrial,nocturnal
Planigale_tenuirostris,Mammalia,Dasyuromorphia,5.2,5.3,nonvolant,nonfossorial,terrestrial,nocturnal
Platyrrhinus_lineatus,Mammalia,Chiroptera,13,22,volant,nonfossorial,arboreal,nocturnal
Plecotus_auritus,Mammalia,Chiroptera,30,7.8,volant,nonfossorial,volant,nocturnal
Plecotus_austriacus,Mammalia,Chiroptera,25.5,12,volant,nonfossorial,volant,nocturnal
Podomys_floridanus,Mammalia,Rodentia,7.4,32,nonvolant,semifossorial,terrestrial,nocturnal
Pogonomys_macrourus,Mammalia,Rodentia,3.1,57,nonvolant,semifossorial,semiarboreal,nocturnal
Pongo_pygmaeus,Mammalia,Primates,59,64475,nonvolant,nonfossorial,arboreal,diurnal
Potamochoerus_porcus,Mammalia,Artiodactyla,22,88000,nonvolant,semifossorial,terrestrial,nocturnal
Potorous_longipes,Mammalia,Diprotodontia,15.3,1650,nonvolant,nonfossorial,terrestrial,nocturnal
Potorous_tridactylus,Mammalia,Diprotodontia,14.5,1430,nonvolant,nonfossorial,terrestrial,nocturnal
Potos_flavus,Mammalia,Carnivora,38.4,3000,nonvolant,nonfossorial,arboreal,nocturnal
Praomys_tullbergi,Mammalia,Rodentia,5.2,30,nonvolant,nonfossorial,semiarboreal,nocturnal
Presbytis_melalophos,Mammalia,Primates,20,6540,nonvolant,nonfossorial,arboreal,diurnal
Priodontes_maximus,Mammalia,Cingulata,15,33000,nonvolant,semifossorial,terrestrial,nocturnal
Prionailurus_bengalensis,Mammalia,Carnivora,17,5000,nonvolant,nonfossorial,semiarboreal,nocturnal
Prionailurus_planiceps,Mammalia,Carnivora,14,6750,nonvolant,nonfossorial,terrestrial,nocturnal
Prionailurus_rubiginosus,Mammalia,Carnivora,17.9,1350,nonvolant,nonfossorial,semiarboreal,nocturnal
Procapra_gutturosa,Mammalia,Artiodactyla,12,30000,nonvolant,nonfossorial,terrestrial,diurnal
Procavia_capensis,Mammalia,Hyracoidea,14.8,3600,nonvolant,nonfossorial,terrestrial,diurnal
Procyon_cancrivorus,Mammalia,Carnivora,19,6270,nonvolant,nonfossorial,semiarboreal,nocturnal
Procyon_lotor,Mammalia,Carnivora,21,6000,nonvolant,nonfossorial,semiarboreal,nocturnal
Proechimys_brevicauda,Mammalia,Rodentia,6.8,285,nonvolant,semifossorial,terrestrial,nocturnal
Proechimys_semispinosus,Mammalia,Rodentia,5.8,500,nonvolant,semifossorial,terrestrial,nocturnal
Profelis_aurata,Mammalia,Carnivora,21,10650,nonvolant,nonfossorial,terrestrial,cathemeral
Prolemur_simus,Mammalia,Primates,17.6,1737.5,nonvolant,nonfossorial,semiarboreal,cathemeral
Propithecus_tattersalli,Mammalia,Primates,20,3545,nonvolant,nonfossorial,semiarboreal,diurnal
Propithecus_verreauxi,Mammalia,Primates,30.5,5000,nonvolant,nonfossorial,semiarboreal,diurnal
Proteles_cristata,Mammalia,Carnivora,20,10000,nonvolant,semifossorial,terrestrial,nocturnal
Przewalskium_albirostris,Mammalia,Artiodactyla,21.3,135000,nonvolant,nonfossorial,terrestrial,crepuscular
Psammomys_obesus,Mammalia,Rodentia,3.2,212,nonvolant,semifossorial,terrestrial,diurnal
Pseudantechinus_macdonnellensis,Mammalia,Dasyuromorphia,7,32.5,nonvolant,nonfossorial,terrestrial,nocturnal
Pseudocheirus_peregrinus,Mammalia,Diprotodontia,10.1,850,nonvolant,nonfossorial,semiarboreal,nocturnal
Pseudois_nayaur,Mammalia,Artiodactyla,20.9,55000,nonvolant,nonfossorial,terrestrial,diurnal
Pseudomys_australis,Mammalia,Rodentia,7.9,65,nonvolant,semifossorial,terrestrial,nocturnal
Pseudomys_chapmani,Mammalia,Rodentia,6.8,12,nonvolant,semifossorial,terrestrial,nocturnal
Pseudomys_fumeus,Mammalia,Rodentia,6.5,70,nonvolant,semifossorial,terrestrial,nocturnal
Pseudomys_laborifex,Mammalia,Rodentia,6.9,12,nonvolant,semifossorial,terrestrial,nocturnal
Pseudomys_shortridgei,Mammalia,Rodentia,6,64,nonvolant,semifossorial,terrestrial,nocturnal
Pteropus_alecto,Mammalia,Chiroptera,19.7,672.1,volant,nonfossorial,volant,nocturnal
Pteropus_dasymallus,Mammalia,Chiroptera,24,435,volant,nonfossorial,volant,nocturnal
Pteropus_giganteus,Mammalia,Chiroptera,40,1175,volant,nonfossorial,volant,nocturnal
Pteropus_hypomelanus,Mammalia,Chiroptera,20.3,450,volant,nonfossorial,volant,nocturnal
Pteropus_livingstonii,Mammalia,Chiroptera,15,696.5,volant,nonfossorial,volant,nocturnal
Pteropus_lylei,Mammalia,Chiroptera,20.4,316.7,volant,nonfossorial,volant,nocturnal
Pteropus_niger,Mammalia,Chiroptera,19.4,456.3,volant,nonfossorial,volant,nocturnal
Pteropus_poliocephalus,Mammalia,Chiroptera,23.6,675,volant,nonfossorial,volant,nocturnal
Pteropus_pumilus,Mammalia,Chiroptera,17.2,200,volant,nonfossorial,volant,nocturnal
Pteropus_rodricensis,Mammalia,Chiroptera,28,350,volant,nonfossorial,volant,nocturnal
Pteropus_scapulatus,Mammalia,Chiroptera,15.8,300,volant,nonfossorial,volant,nocturnal
Pteropus_vampyrus,Mammalia,Chiroptera,20.9,872,volant,nonfossorial,volant,nocturnal
Pudu_puda,Mammalia,Artiodactyla,18.3,10000,nonvolant,nonfossorial,terrestrial,cathemeral
Puma_concolor,Mammalia,Carnivora,23.8,63000,nonvolant,nonfossorial,terrestrial,cathemeral
Puma_yagouaroundi,Mammalia,Carnivora,18.6,7000,nonvolant,nonfossorial,terrestrial,crepuscular
Pygathrix_nemaeus,Mammalia,Primates,26,9720,nonvolant,nonfossorial,arboreal,diurnal
Rangifer_tarandus,Mammalia,Artiodactyla,21.8,101250,nonvolant,nonfossorial,terrestrial,diurnal
Raphicerus_campestris,Mammalia,Artiodactyla,9.3,13000,nonvolant,nonfossorial,terrestrial,diurnal
Rattus_fuscipes,Mammalia,Rodentia,5.3,130,nonvolant,semifossorial,terrestrial,nocturnal
Rattus_lutreolus,Mammalia,Rodentia,4.4,115,nonvolant,semifossorial,terrestrial,cathemeral
Rattus_norvegicus,Mammalia,Rodentia,3.8,300,nonvolant,semifossorial,terrestrial,nocturnal
Rattus_rattus,Mammalia,Rodentia,4.2,200,nonvolant,semifossorial,semiarboreal,nocturnal
Ratufa_indica,Mammalia,Rodentia,20,2000,nonvolant,nonfossorial,arboreal,diurnal
Redunca_arundinum,Mammalia,Artiodactyla,16.8,58000,nonvolant,nonfossorial,terrestrial,cathemeral
Redunca_fulvorufula,Mammalia,Artiodactyla,15,30000,nonvolant,nonfossorial,terrestrial,cathemeral
Reithrodon_auritus,Mammalia,Rodentia,5.5,72.2,nonvolant,semifossorial,terrestrial,nocturnal
Rhabdomys_pumilio,Mammalia,Rodentia,4.5,51,nonvolant,nonfossorial,semiarboreal,diurnal
Rhinoceros_unicornis,Mammalia,Perissodactyla,43.5,1600000,nonvolant,nonfossorial,terrestrial,cathemeral
Rhinolophus_ferrumequinum,Mammalia,Chiroptera,30.5,22.875,volant,nonfossorial,volant,nocturnal
Rhinolophus_hipposideros,Mammalia,Chiroptera,29.4,4.6,volant,nonfossorial,volant,nocturnal
Rhombomys_opimus,Mammalia,Rodentia,4.5,285,nonvolant,semifossorial,terrestrial,nocturnal
Rhynchocyon_chrysopygus,Mammalia,Macroscelidea,11,540,nonvolant,nonfossorial,terrestrial,diurnal
Rousettus_aegyptiacus,Mammalia,Chiroptera,22.9,125,volant,nonfossorial,arboreal,nocturnal
Rousettus_lanosus,Mammalia,Chiroptera,18.7,103,volant,nonfossorial,arboreal,nocturnal
Rousettus_leschenaultii,Mammalia,Chiroptera,14,108.25,volant,nonfossorial,arboreal,nocturnal
Rucervus_duvaucelii,Mammalia,Artiodactyla,24.5,170000,nonvolant,nonfossorial,terrestrial,cathemeral
Rucervus_eldii,Mammalia,Artiodactyla,20.5,122500,nonvolant,nonfossorial,terrestrial,cathemeral
Rupicapra_rupicapra,Mammalia,Artiodactyla,17.6,37500,nonvolant,nonfossorial,terrestrial,cathemeral
Rusa_timorensis,Mammalia,Artiodactyla,21.1,63000,nonvolant,nonfossorial,terrestrial,nocturnal
Rusa_unicolor,Mammalia,Artiodactyla,26.4,185000,nonvolant,nonfossorial,terrestrial,nocturnal
Saccopteryx_bilineata,Mammalia,Chiroptera,6,7.9,volant,nonfossorial,volant,nocturnal
Saccostomus_campestris,Mammalia,Rodentia,4.5,47.4,nonvolant,semifossorial,terrestrial,nocturnal
Saguinus_bicolor,Mammalia,Primates,19,495.8,nonvolant,nonfossorial,arboreal,diurnal
Saguinus_fuscicollis,Mammalia,Primates,24.9,456.5,nonvolant,nonfossorial,arboreal,diurnal
Saguinus_geoffroyi,Mammalia,Primates,20.5,499.3,nonvolant,nonfossorial,arboreal,diurnal
Saguinus_imperator,Mammalia,Primates,23.7,518.5,nonvolant,nonfossorial,arboreal,diurnal
Saguinus_labiatus,Mammalia,Primates,20.5,501.3,nonvolant,nonfossorial,arboreal,diurnal
Saguinus_leucopus,Mammalia,Primates,15.2,490,nonvolant,nonfossorial,arboreal,diurnal
Saguinus_midas,Mammalia,Primates,21,553.8,nonvolant,nonfossorial,arboreal,diurnal
Saguinus_mystax,Mammalia,Primates,20,543.5,nonvolant,nonfossorial,arboreal,diurnal
Saguinus_oedipus,Mammalia,Primates,26.2,445.5,nonvolant,nonfossorial,arboreal,diurnal
Saimiri_boliviensis,Mammalia,Primates,30.3,615,nonvolant,nonfossorial,semiarboreal,diurnal
Saimiri_sciureus,Mammalia,Primates,30.2,925,nonvolant,nonfossorial,semiarboreal,diurnal
Sarcophilus_harrisii,Mammalia,Dasyuromorphia,13,6500,nonvolant,nonfossorial,terrestrial,nocturnal
Sciurus_aureogaster,Mammalia,Rodentia,11.5,600,nonvolant,nonfossorial,semiarboreal,diurnal
Sciurus_carolinensis,Mammalia,Rodentia,23.6,533,nonvolant,nonfossorial,semiarboreal,diurnal
Sciurus_variegatoides,Mammalia,Rodentia,15.1,485,nonvolant,nonfossorial,semiarboreal,diurnal
Sciurus_vulgaris,Mammalia,Rodentia,14.8,600,nonvolant,nonfossorial,semiarboreal,diurnal
Scotorepens_balstoni,Mammalia,Chiroptera,9.7,11.7,volant,nonfossorial,volant,nocturnal
Sekeetamys_calurus,Mammalia,Rodentia,7.3,65,nonvolant,nonfossorial,terrestrial,nocturnal
Semnopithecus_entellus,Mammalia,Primates,29,13516.5,nonvolant,nonfossorial,semiarboreal,diurnal
Setifer_setosus,Mammalia,Afrosoricida,14.1,225,nonvolant,semifossorial,semiarboreal,nocturnal
Setonix_brachyurus,Mammalia,Diprotodontia,13.8,3500,nonvolant,nonfossorial,terrestrial,nocturnal
Sigmodon_hispidus,Mammalia,Rodentia,5.2,185,nonvolant,semifossorial,terrestrial,cathemeral
Sminthopsis_crassicaudata,Mammalia,Dasyuromorphia,5,15,nonvolant,semifossorial,terrestrial,nocturnal
Sminthopsis_griseoventer,Mammalia,Dasyuromorphia,3.6,17.5,nonvolant,semifossorial,terrestrial,nocturnal
Sminthopsis_macroura,Mammalia,Dasyuromorphia,4.9,20,nonvolant,semifossorial,terrestrial,nocturnal
Sminthopsis_youngsoni,Mammalia,Dasyuromorphia,5.3,10,nonvolant,semifossorial,terrestrial,nocturnal
Solenodon_paradoxus,Mammalia,Soricomorpha,12.1,1000,nonvolant,semifossorial,terrestrial,nocturnal
Sorex_araneus,Mammalia,Soricomorpha,3.2,9,nonvolant,semifossorial,terrestrial,cathemeral
Sorex_caecutiens,Mammalia,Soricomorpha,3,5.4,nonvolant,semifossorial,terrestrial,cathemeral
Spalacopus_cyanus,Mammalia,Rodentia,10.8,98,nonvolant,semifossorial,terrestrial,nocturnal
Spalax_ehrenbergi,Mammalia,Rodentia,20.2,160,nonvolant,fossorial,terrestrial,cathemeral
Speothos_venaticus,Mammalia,Carnivora,14.1,6000,nonvolant,semifossorial,aquatic,diurnal
Spermophilus_citellus,Mammalia,Rodentia,6.7,217,nonvolant,semifossorial,terrestrial,diurnal
Spermophilus_franklinii,Mammalia,Rodentia,7.2,459,nonvolant,semifossorial,terrestrial,diurnal
Spermophilus_lateralis,Mammalia,Rodentia,10.4,157.6,nonvolant,semifossorial,terrestrial,diurnal
Spermophilus_mohavensis,Mammalia,Rodentia,7.8,150,nonvolant,semifossorial,terrestrial,diurnal
Spermophilus_pygmaeus,Mammalia,Rodentia,7.1,136,nonvolant,semifossorial,terrestrial,diurnal
Spermophilus_tridecemlineatus,Mammalia,Rodentia,7.9,172.7,nonvolant,semifossorial,terrestrial,diurnal
Spermophilus_variegatus,Mammalia,Rodentia,9.8,663,nonvolant,semifossorial,terrestrial,diurnal
Sphiggurus_mexicanus,Mammalia,Rodentia,16.7,2000,nonvolant,nonfossorial,arboreal,nocturnal
Spilogale_putorius,Mammalia,Carnivora,10.5,600,nonvolant,semifossorial,terrestrial,nocturnal
Sturnira_lilium,Mammalia,Chiroptera,12,20,volant,nonfossorial,volant,nocturnal
Suncus_murinus,Mammalia,Soricomorpha,3.2,45.9,nonvolant,semifossorial,terrestrial,nocturnal
Sundasciurus_hippurus,Mammalia,Rodentia,14,312.5,nonvolant,nonfossorial,arboreal,diurnal
Sundasciurus_lowii,Mammalia,Rodentia,11.1,67,nonvolant,nonfossorial,terrestrial,diurnal
Sundasciurus_tenuis,Mammalia,Rodentia,10,75,nonvolant,nonfossorial,arboreal,diurnal
Suricata_suricatta,Mammalia,Carnivora,20.6,776,nonvolant,semifossorial,terrestrial,diurnal
Sus_barbatus,Mammalia,Artiodactyla,16.2,102750,nonvolant,semifossorial,terrestrial,nocturnal
Sus_salvanius,Mammalia,Artiodactyla,14,8000,nonvolant,semifossorial,terrestrial,nocturnal
Sus_scrofa,Mammalia,Artiodactyla,27,130000,nonvolant,semifossorial,terrestrial,nocturnal
Sus_verrucosus,Mammalia,Artiodactyla,17,76000,nonvolant,semifossorial,terrestrial,nocturnal
Sylvicapra_grimmia,Mammalia,Artiodactyla,15.4,18500,nonvolant,nonfossorial,terrestrial,nocturnal
Sylvilagus_audubonii,Mammalia,Lagomorpha,7.8,900,nonvolant,nonfossorial,terrestrial,nocturnal
Sylvilagus_floridanus,Mammalia,Lagomorpha,9.8,1150,nonvolant,nonfossorial,terrestrial,nocturnal
Sylvilagus_nuttallii,Mammalia,Lagomorpha,7.4,760,nonvolant,nonfossorial,terrestrial,nocturnal
Sylvilagus_palustris,Mammalia,Lagomorpha,7.6,1233,nonvolant,nonfossorial,terrestrial,nocturnal
Symphalangus_syndactylus,Mammalia,Primates,43,10900,nonvolant,nonfossorial,arboreal,diurnal
Syncerus_caffer,Mammalia,Artiodactyla,29.8,7.00E+05,nonvolant,nonfossorial,terrestrial,cathemeral
Tachyglossus_aculeatus,Mammalia,Monotremata,49.5,3500,nonvolant,semifossorial,terrestrial,cathemeral
Tadarida_teniotis,Mammalia,Chiroptera,13,35,volant,nonfossorial,volant,nocturnal
Tamandua_tetradactyla,Mammalia,Pilosa,19,4500,nonvolant,nonfossorial,semiarboreal,cathemeral
Tamias_minimus,Mammalia,Rodentia,10,44.1,nonvolant,semifossorial,terrestrial,diurnal
Tamias_sibiricus,Mammalia,Rodentia,9.6,85,nonvolant,semifossorial,terrestrial,diurnal
Tamias_striatus,Mammalia,Rodentia,9.5,96,nonvolant,semifossorial,terrestrial,diurnal
Tamias_townsendii,Mammalia,Rodentia,9.3,75,nonvolant,semifossorial,terrestrial,diurnal
Tapirus_bairdii,Mammalia,Perissodactyla,29.6,3.00E+05,nonvolant,nonfossorial,terrestrial,nocturnal
Tapirus_indicus,Mammalia,Perissodactyla,36.5,250000,nonvolant,nonfossorial,terrestrial,crepuscular
Tapirus_pinchaque,Mammalia,Perissodactyla,28.5,148950,nonvolant,nonfossorial,terrestrial,crepuscular
Tarsius_bancanus,Mammalia,Primates,16.3,122.5,nonvolant,nonfossorial,arboreal,nocturnal
Tatera_indica,Mammalia,Rodentia,7,146.7,nonvolant,semifossorial,terrestrial,nocturnal
Taurotragus_derbianus,Mammalia,Artiodactyla,20.3,680000,nonvolant,nonfossorial,terrestrial,crepuscular
Taurotragus_oryx,Mammalia,Artiodactyla,26.1,5.00E+05,nonvolant,nonfossorial,terrestrial,crepuscular
Taxidea_taxus,Mammalia,Carnivora,25,8000,nonvolant,semifossorial,terrestrial,nocturnal
Tayassu_pecari,Mammalia,Artiodactyla,28.5,22000,nonvolant,nonfossorial,terrestrial,cathemeral
Tenrec_ecaudatus,Mammalia,Afrosoricida,8.7,900,nonvolant,semifossorial,terrestrial,crepuscular
Tetracerus_quadricornis,Mammalia,Artiodactyla,17.4,19000,nonvolant,nonfossorial,terrestrial,diurnal
Theropithecus_gelada,Mammalia,Primates,36,16200,nonvolant,nonfossorial,terrestrial,diurnal
Thomomys_bottae,Mammalia,Rodentia,6.1,115.5,nonvolant,fossorial,terrestrial,cathemeral
Thrichomys_apereoides,Mammalia,Rodentia,7,373.5,nonvolant,nonfossorial,semiarboreal,crepuscular
Thylogale_stigmatica,Mammalia,Diprotodontia,9.7,4100,nonvolant,nonfossorial,terrestrial,crepuscular
Thylogale_thetis,Mammalia,Diprotodontia,9,3800,nonvolant,nonfossorial,terrestrial,crepuscular
Tolypeutes_matacus,Mammalia,Cingulata,36.8,1500,nonvolant,semifossorial,terrestrial,nocturnal
Trachypithecus_pileatus,Mammalia,Primates,25.2,11450,nonvolant,nonfossorial,arboreal,diurnal
Tragelaphus_angasii,Mammalia,Artiodactyla,18.5,120000,nonvolant,nonfossorial,terrestrial,crepuscular
Tragelaphus_eurycerus,Mammalia,Artiodactyla,21.9,307500,nonvolant,nonfossorial,terrestrial,crepuscular
Tragelaphus_imberbis,Mammalia,Artiodactyla,19.8,82500,nonvolant,nonfossorial,terrestrial,nocturnal
Tragelaphus_scriptus,Mammalia,Artiodactyla,15.3,60000,nonvolant,nonfossorial,terrestrial,cathemeral
Tragelaphus_spekii,Mammalia,Artiodactyla,22.6,87500,nonvolant,nonfossorial,terrestrial,cathemeral
Tragelaphus_strepsiceros,Mammalia,Artiodactyla,23.5,217500,nonvolant,nonfossorial,terrestrial,cathemeral
Tragulus_javanicus,Mammalia,Artiodactyla,14,2850,nonvolant,nonfossorial,terrestrial,nocturnal
Tragulus_napu,Mammalia,Artiodactyla,16.7,6500,nonvolant,nonfossorial,terrestrial,nocturnal
Tremarctos_ornatus,Mammalia,Carnivora,39,109250,nonvolant,nonfossorial,semiarboreal,nocturnal
Trichosurus_vulpecula,Mammalia,Diprotodontia,15.9,2395,nonvolant,nonfossorial,arboreal,nocturnal
Tupaia_belangeri,Mammalia,Scandentia,11.1,200,nonvolant,nonfossorial,semiarboreal,diurnal
Tupaia_glis,Mammalia,Scandentia,12.4,200,nonvolant,nonfossorial,terrestrial,diurnal
Uncia_uncia,Mammalia,Carnivora,21.2,50000,nonvolant,nonfossorial,terrestrial,diurnal
Urocyon_cinereoargenteus,Mammalia,Carnivora,16.2,4750,nonvolant,nonfossorial,semiarboreal,nocturnal
Urogale_everetti,Mammalia,Scandentia,11.5,350,nonvolant,semifossorial,terrestrial,diurnal
Ursus_americanus,Mammalia,Carnivora,34,154250,nonvolant,nonfossorial,terrestrial,nocturnal
Ursus_arctos,Mammalia,Carnivora,40,277500,nonvolant,nonfossorial,terrestrial,diurnal
Ursus_thibetanus,Mammalia,Carnivora,39.2,103750,nonvolant,nonfossorial,semiarboreal,nocturnal
Varecia_variegata,Mammalia,Primates,37,3670,nonvolant,nonfossorial,arboreal,crepuscular
Vicugna_vicugna,Mammalia,Artiodactyla,31.6,50000,nonvolant,nonfossorial,terrestrial,diurnal
Viverra_zibetha,Mammalia,Carnivora,21.7,10000,nonvolant,nonfossorial,terrestrial,nocturnal
Vombatus_ursinus,Mammalia,Diprotodontia,30,25500,nonvolant,semifossorial,terrestrial,nocturnal
Vormela_peregusna,Mammalia,Carnivora,8.8,542.5,nonvolant,semifossorial,terrestrial,nocturnal
Vulpes_lagopus,Mammalia,Carnivora,16.3,5200,nonvolant,semifossorial,terrestrial,cathemeral
Vulpes_macrotis,Mammalia,Carnivora,15.8,2500,nonvolant,semifossorial,terrestrial,nocturnal
Vulpes_pallida,Mammalia,Carnivora,16,2800,nonvolant,semifossorial,terrestrial,nocturnal
Vulpes_rueppellii,Mammalia,Carnivora,14.3,3200,nonvolant,semifossorial,terrestrial,nocturnal
Vulpes_velox,Mammalia,Carnivora,15.9,2400,nonvolant,semifossorial,terrestrial,nocturnal
Vulpes_vulpes,Mammalia,Carnivora,21.3,4131.7,nonvolant,semifossorial,terrestrial,nocturnal
